millener,0
chancel,1
panegyric,1
polemics,0
nosegay,1
pompadour,1
morocco,1
raglan,0
aspect,0
parson,0
jetsam,1
expeditious,0
wen,1
oakum,0
poniard,1
gaseosa,1
plover, 1
skein,0
gumption,1
ignominiously,0
abatoir,1
trivet,1
tare, 1
garnet,1
coruscate,1
orotund,1
abbess,1
beech,0
sot,1
katydid,0
in absentia,1
consign,1
palavering,1
fecund, 1
kingfisher,1
simper,0
hapless,1
persimmon,1
portulaca,0
solidarity,1
perihelion,1
disconsolate,1
toothsome,0
quinine,0
shrike,0
festoon,1
passe,0
overweening,0
harangue,1
wheal,0
ramify,1
Talmud,0
sangfroid,1
tendentious,0
apposite,0
porterhouse,1
prattle,1
palisade,1
dipsomania,0
intrepid,1
nettle,1
quorum,0
parquet,1
quince,0
old maid,1
meretricious,0
sedition,0
impost,1
cad,1
venial,1
obviate,0
frenetic,1
egalitarian,1
codicil,1
panoply,1
pumice,1
popover,0
chantey,1
micrometer,1
salvo,1
reconnoiter,1
hogshead,1
neuralgia,0
sortie,1
quisling,0
gelid,1
bray,1
nonagenarian,0
amortize,1
preponderance,1
liniment,0
approbation,0
apothecary,1
lovelorn, 1
slough,0
vernal,1
ossify,1
weevil,0
hewn,0
lily,1
ocelot, 1
puissance,0
gratuitous,0
bulwork,1
scape grace,0
wary,1
chandler, 1
litany,1
pernicious,0
pall,1
serang,0
hors de combat,0
ganglion,1
puissant,0
narcissus,0
cambric,0
perfidy,0
otiose,0
widgeon,0
ignominy,0
lithograph,0
dale,1
matins,1
acrimony,0
bouillon,0
constable,1
sucotash,1
table land,0
gilt,1
evince,0
suborn,0
boatswain,1
longton,0
styptic,0
alderman,0
abet,0
redound,0
paprika,1
topaz,0
whey,1
cynosure,1
obtrusive,1
schlemiel,0
landed,1
juniper,0
hyacinth, 1
espaliers,0
crone,0
leek,0
lapel,0
alluvium, 1
burgher,1
raconteur,1
hydrangea,1
pickerel,0
seaway,0
platane,0
outcrop,0
coeval,1
edge,0
mica,1
marchioness,0
uncouth, 1
vicissitude,1
schmaltz,0
outrigger, 1
nez,1
clarions,0
renal,1
angostura,0
conciliate,0
truculent,1
piebald,1
tincture,1
sorghum,0
parasol,0
synod,1
tabby,1
couchant,1
maple,1
adroit,1
moonstruck, 1
heifer,1
posthaste,1
lye,0
indolent,1
immolate,0
lucre,1
timothy,1
rosette,1
quadroon,1
conflation,0
repudiate,0
distend,1
exigencies,1
pinto,0
inanition,0
reticence,1
umbrage,0
ablution,0
davenport,0
suet,1
reticent,1
metallurgy,0
polonium,1
parallax,1
stratum,0
font,1
palaver,0
pippin,0
insinuate,0
mortmain,0
accede,0
nubile,1
argosy,1
stalagnite,1
philharmonic,1
honeysuckle,0
quietus,0
vestibule,0
legato,0
mien,1
sinecure,1
recapitulate,0
petrology,0
whisk,0
peen,0
dross,0
ligature,0
swill,1
hireling,0
sallow,1
adduced,1
wisteria,1
fission,0
pettish,0
clavichord,0
moraine,0
proletariat,0
palsy,0
newel, 1
nostrum,0
miff,0
pullet, 1
sparrow,1
obsequious,0
unwitting,0
madcap,0
gourmand,1
hillock,1
laudanum,0
hasp,1
crestfallen,1
macrame,1
igneous,0
lark,0
mollified,1
sconce,1
callow,0
goulash,1
Mammon,1
perfidious,0
capitulate,1
sciatica,1
porcine,1
bilious,1
pilaf,1
peroration, 1
barbiturate,1
dappled,0
smirch,0
jute,0
pantheism,0
ephemeral,1
brad,1
maladroit,1
cowl,1
anagram,1
cressets,0
seamy,0
tenement,1
brogan,0
beaux yeux,1
rickets,0
linden,0
stile,0
plectrum,0
spinet,1
jowl,1
longshoreman,0
lariat,0
marquee,0
trenchant,0
offal,1
quiescent,0
mince, 1
arbutus,0
rectory,1
girder,0
tracery,0
mercerize,0
ragout,0
castanets,1
malcontent,1
staid,1
umber,1
nocturne,1
chamber music,0
verdant,0
whiffletree,1
marimba,1
assiduous,0
cupidity,1
retch,1
minuet,0
obverse,0
blandish,1
ordnance,0
lintel,0
purloin,0
berm,1
mica,1
tarragon,0
buxom,1
goiter,0
impregns,1
cloying,0
ribofla,0
slatern,1
abnegate,1
adulation,0
attrition,0
cauterize,1
miasma,0
serried,0
filch,1
miter,1
tumid,1
mileau,1
philander,0
cajole,1
bier,1
arrogate,0
impertinent,0
jounce, 1
pagoda,1
suffusion, 1
watchword,1
leer,1
carious,0
indefatigable,1
inducements,0
alfalfa,1
gusset,0
attrite,0
perforce,0
batrachian,0
pyrite,0
untoward,1
yawl,1
mandrel,1
lascivious,1
balmy, 1
pejorative,1
isinglass,1
downy,1
winnow,1
appurtenance,0
abscond,1
cirrus,1
credulous,1
caisson, 1
novitiate,0
coterie,1
plebiscite,0
groundsel, 1
aplomb,1
serge,0
puerperal,1
dowager, 1
cutaneous,0
simony,1
reprobate,1
recondite,1
vitreous,0
jalopy,1
lanolin,0
tiffin, 1
beryl,0
lading,1
vellum,0
abreast,1
exorbitant,0
gulch,1
noncomposmentis,1
neaptide,1
bangle,1
peat,1
captious,1
chicanery,1
impetus,1
colic,0
disparate,1
pinfeather,1
glean,1
portcullis,0
renumerate,0
brindled,0
geld,1
hutch,1
baleful,0
scrimp,0
quay,1
twill,0
skulduggery,1
tamp,0
demure,0
coiffure, 1
corroborate,0
mantilla,1
delude,1
clarvoyance,1
phenobarbitol,0
integument,0
penurious,0
tutelage,0
bill of fare,1
winnow,1
gaff,1
tartan,1
prate,1
licit,0
inveigle,0
bisect,1
toreador,1
bumptious,1
arrant,0
confute,0
pelf,0
viand,1
cataleptic,1
verdure,1
paroxysm,0
appelation,1
dowdy,0
plenipotentiary,0
trestle, 1
nape,1
wanton,0
saturnine,1
lignite,0
cognomen,1
ingenuous,0
browbeat,0
megalopolis,0
dory,1
connubial,0
magnanimous,1
imbroglio,1
tesselated,1
petulant,0
pliant,0
swayback,1
stolid,1
valence,1
calumny,0
purvey,1
sarsaparilla,1
tenterhook,1
liner,1
pernicious,1
parquet,1
mackintosh,1
intone,1
doggerel,1
brigantine,0
stopgap,1
cheesecloth,1
